code	producer_product_id	lc	product_name_de	product_name_en	product_name_es	product_name_fr	product_name_id	product_name_it	product_name_nl	product_name_pl	product_name_pt	product_name_so	product_name_sv	generic_name_en	generic_name_es	generic_name_fr	generic_name_nl	generic_name_pl	generic_name_pt	generic_name_sv	quantity	serving_size	packaging	packaging_tags	packaging_text_en	brands	brands_tags	brand_owner	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	manufacturing_places	manufacturing_places_tags	producer_es	producer_fr	producer_nl	emb_codes	emb_codes_tags	ingredients_text_de	ingredients_text_en	ingredients_text_es	ingredients_text_fr	ingredients_text_id	ingredients_text_it	ingredients_text_nl	ingredients_text_pl	ingredients_text_so	ingredients_text_sv	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kcal_value	energy-kcal_unit	fat_value	fat_unit	saturated-fat_value	saturated-fat_unit	carbohydrates_value	carbohydrates_unit	sugars_value	sugars_unit	fiber_value	fiber_unit	proteins_value	proteins_unit	salt_value	salt_unit	sodium_value	sodium_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	monounsaturated-fat_value	monounsaturated-fat_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	trans-fat_value	trans-fat_unit	cholesterol_value	cholesterol_unit	starch_value	starch_unit	vitamin-a_value	vitamin-a_unit	vitamin-d_value	vitamin-d_unit	vitamin-e_value	vitamin-e_unit	vitamin-c_value	vitamin-c_unit	vitamin-b2_value	vitamin-b2_unit	vitamin-pp_value	vitamin-pp_unit	potassium_value	potassium_unit	calcium_value	calcium_unit	iron_value	iron_unit	conservation_conditions_es	conservation_conditions_fr	conservation_conditions_nl	preparation_es	preparation_fr	preparation_nl	customer_service_es	customer_service_fr	customer_service_nl	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	off:ecoscore_data.adjustments.threatened_species.value	sources_fields:org-database-usda:available_date	sources_fields:org-database-usda:fdc_category	sources_fields:org-database-usda:fdc_data_source	sources_fields:org-database-usda:fdc_id	sources_fields:org-database-usda:modified_date	sources_fields:org-database-usda:publication_date	data_sources
8410650201191		fr				"Ultima stérilisé d’intérieur"															1,5kg	100g	Plastique	en:plastic		Ultima	ultima		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture pour chats, Nourriture sèche pour animaux, Croquettes pour chat	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:cat-food,en:dry-pet-food,en:dry-cat-food	Sans sucre ajouté, Sans conservateurs, en:Sans colorants, en:Sans conservateurs, en:Sans sucre	en:no-added-sugar,en:no-preservatives,en:sans-colorants,en:sans-conservateurs,en:sans-sucre	France	en:france			0														"Dinde (15%), protéines déshydratées de porc, protéine de mais, mais (8%), protéines déshydratées de volalle, dle hydrolysées, graisse d'ongine animale, substances minérales, hulle de poisson, inuline (0,7%), carotte déshydratée (0,5%, équivalent complet (7%), orge complète (7%), pois déshydratés (6%), fibres végétales (3,5%), pulpe de betterave, protéines animales à 4% de carotte fraiche). ADDITIFS/kg. Additifs nutritionnels: vitamine A 27000 UI, vitamine D, 1800 UI, vitamine E00 mg, vitamine C 70 mg, taurine 1100 mg, L-carmičine S00 mg, biotine 1 mg salfate de ferlil) monohydratė 260 mg (Fe:86 mg), iodure de potassium 1,9 mg (:1,4 mg), sulfate de cuivre) pentabday ea f:88 mg), sulfate de manganėse monahydraté 123 mg (Mn: 40 mg), sulfate de zinc monahydraté 407 mg (Zn: 148 mg), selénte de sodium 0,2 mg (Se:0,1 mg). Additifs zootechniques: ilorure d ammonium 5g. Conserver dans un endrait frais et ce abmaldoit avoir accès en permanence I dereaupropre et fraiche dans un recipient propre. A utiliser"							Gluten	en:gluten			on	100g	100g																																																																					unknown				-5	-10	1	0								App - yuka, Apps, App - Open Food Facts
3564700853351		fr				Plénima															450g		Plastique, Sachet en plastique	en:plastic,fr:sachet-en-plastique		Marque repère	marque-repere		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture pour chats, Nourriture sèche pour animaux, Croquettes pour chat	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:cat-food,en:dry-pet-food,en:dry-cat-food	Sans colorants	en:no-colorings	France	en:france	E-Leclerc, Leclerc	e-leclerc,leclerc	0				France	france				EMB 49 180B	emb-49180b				"Viandes et sous-produits animaux (dont volaille déshydratée 30 % et dinde fraîche 15 %), céréales (dont riz 15 %), extraits de protéines végétales, sous-produits d'origine végétale (dont pulpe de betterave déshydratée 3 % et pulpe de chicorée déshydratée 2%), huiles et graisses, levures (1%), substances minérales.
Additifs technologiques et nutritionnelles."											on	100g	100g																																																																					unknown				-5	-10	1	0								App - Open Food Facts, Apps
8410650860800		es			Bon Menu - Receta mediterránea																4kg		Bolsa	en:bag		Affinity	affinity		Productos no alimenticios, Open Pet Food Facts, Comida para mascotas	en:non-food-products,en:open-pet-food-facts,en:pet-food			España	en:spain	Froiz	froiz	0		Unión Europea	en:european-union	u. e.	u-e				8410650860800	8410650860800																100g	100g																																							75	mg																													unknown				-5	-10	0	0								App - off, Apps
8480000383105		es			compy junior pienso gatos																1,5		Plástico	en:plastic		compy	compy		Productos no alimenticios, Open Pet Food Facts, Comida para mascotas, Comida para gatos	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:cat-food			España	en:spain			0				Bynsa mascotas S.L	bynsa-mascotas-s-l								"Carnes y subproductos animales (mín. 26% ave), extractos de proteínas vegetales, cereales (mín. 4% arroz, mín. 10% maíz), subproductos de origen vegetal (mín. 1% pulpa de remolacha), aceites y grasas (mín. 5% grasa avícola), sustancias minerales, pescados y subproductos de pescado, leche y productos lácteos (mín. 0,5% de leche maternizada), levaduras (paredes de levaduras: 540mg/kg). e COMPOSIÇÃO: Carnes e subprodutos de origem animal (mín. 26% ave), extratos de proteínas vegetais, cereais (min. 4% arroz, mín. 10% milho), subprodutos de origem vegetal (min. 1% polpa de beterraba), óleos e gorduras (min. 5% gordura de ave), substâncias minerais, peixe e subprodutos de peixe, leite e produtos lácteos (mín. 0,5% de leite), leveduras (paredes de leveduras: 540mg/kg). e ADITIVOS POR KG: Aditivos nutricionales: Vitamina A: 27.000UI, Vitamina D3: 1.620UI, Vitamina E: 162mg, Biotina: 324mcg, Hierro (sulfato de hierro (II), monohidratado): 166mg, Zinc (óxido de zinc): 163mg Manganeso (óxido de manganeso (II)): 43mg, Cobre (sulfato cúprico, pentahidratado): 12mg, Yodo (yodato de calcio anhidro 2,7mg, Selenio (selenito de sodio): 0,32mg, Taurina: 2.008mg. Antioxidantes, conservantes, colorantes. eADITIVOS POR KG: SHOT ON REDMI 9 AI QUAD CAMERAritivos: Vitamina A: 27.000UI, Vitamina D3: 1.620UI, hina 162mg, Biotina: 324mcg, Ferro (sulfato de ferro () mono-hidratado): 166mg. Zinco (óvi inrico"								Pescado, Gluten, Leche	en:fish,en:gluten,en:milk				100g	100g																																																																					unknown				-5	-10	1	0								App - Open Food Facts, Apps
7613032881399		es			Gourmet gold terrine																85 g		Plástico	en:plastic		Purina	purina		Productos no alimenticios, Open Pet Food Facts, Comida para mascotas, Comida para gatos	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:cat-food			Portugal, España	en:portugal,en:spain	Ayala	ayala	0																									on	100g	100g																																																																					unknown				-5	-10	1	0								App - yuka, Apps, App - Open Food Facts
9003579309445		es			gastrointestinal																400g		Lata, en:steel-tin	en:can,en:steel-tin		Royal canin	royal-canin		Productos no alimenticios, Open Pet Food Facts, Comida para mascotas, en:Wet pet food, Comida para perros, en:Wet dog food	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:wet-pet-food,en:dog-food,en:wet-dog-food	Cñ	es:cn	España	en:spain	veterinarios	veterinarios	0													no hay información												on	100g	100g																																																																					unknown				-5	-2	0	0								App - Horizon, Apps
7791416078518		es			RAZA - ALIMENTO COMPLETO PARA GATOS																		Recipiente	en:container					Productos no alimenticios, Open Pet Food Facts, Comida para mascotas, Comida para gatos	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:cat-food			Argentina	en:argentina			0		Naturales	es:naturales	Paraguay	paraguay								Agua, came vacuna, menudencias de pollo, arroz integral, caragenina, cloruro de sodio, goma guar, cloruro de calcio, metionina, taurina, colorante caramelo, Minerales: sulfato de zinc, oxido manganoso, sulfato ferroso, iodato de calcio, cobre tribásico, selenito de sodio, selenio orgánico, Vitaminas: A, D3, E, K3, B1, B2, B6, B12, D-pantotenato de calcio, niacina, ácido fólico y biotina. Identifi													100g	100g																																																														https://www.alimentoraza.com/							unknown				-5	-10	0	0								App - Open Food Facts, Apps
5407007142101		en		Doggy Dental Appel & Eucalyptus - Medium																	7 STICKS		FSC-certified paper and a lining made from patatoes	en:fsc-certified-paper-and-a-lining-made-from-patatoes	"packs made
FROM PLANTS
FSC-certified paper and a lining made from potatoes. Please dispose of it in the correct bin. FSC"	Edgard Cooper	edgard-cooper		Non food products, Open Pet Food Facts, Pet food, Dog food	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:dog-food	Vegetarian, Vegan, Made in the EU	en:vegetarian,en:vegan,en:made-in-the-eu	Belgium	en:belgium	Smatch	smatch	0		Belgium	en:belgium	Kortrijk,Belgium	kortrijk,belgium							"Potato (dried, 47.5%), potato starch (dried, 23.5%), vegetable glycerin, cellulose, minerals, apples (dried, 0.3%), pomegranate (0.3%), coconut (0.1%), eucalyptus (0.05%), aloe vera (dried, 0.05%)

Nutritional additives/kg
antioxidants"														100g	100g			257	kcal																			257	kcal																									0.5	% DV												https://uk.edgardcooper.com/products/doggy-dental-apple-eucalyptus-uk							unknown				2	-2	0	0								App - Open Food Facts, Apps
3428460025376		fr				"Pâtée pour chats au bœuf"															100 gr		Boite aluminium	fr:boite-aluminium		Eco Diana	eco-diana		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux	en:non-food-products,en:open-pet-food-facts,en:pet-food			Belgique	en:belgium			0																										100g	100g																																																																					unknown				-5	-3	0	0								App - Open Food Facts, Apps
5425007388084		en		softy minies																	200g		Plastic	en:plastic		hupple	hupple		Non food products, Open Pet Food Facts, Pet food, Dry pet food, Dog food, Dry Dog Food	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:dry-pet-food,en:dog-food,en:dry-dog-food	Made in Belgium	en:made-in-belgium	Belgium	en:belgium	animal express	animal-express	0		Belgique	en:belgique	boudewijnstraat 19, 2960 brecht, belgium	boudewijnstraat-19,2960-brecht,belgium							"hupple www.hupple.com Softy Minies Delicious Belgian soft treats to reward, train and communicate with your lovely dog. Aanvullend diervoeder voor honden. Samenstelling: granen, plantaardige bijproducten, vlees en dierlijke bijproducten, oliën en vetten Analytische bestanddelen: ruw eiwit 9.0% / ruw vet 5.5% / ruwe as 1.7% / ruwe celstof o.2% / vocht 22.5% Toevoegingsmiddelen: conserveermiddelen, kleurstoffen, antioxidanten. Het product is klaar om geserveerd te worden. Zorg voor voldoende vers drinkwater. Koel en droog bewaren. Aliment complémentaire pour chiens. Composition: céréales, sous-produits d'origine végétale, viandes et sous-produits animaux, huiles et graisses Constituants analytiques: protéines brutes 9.0% / matières grasses brutes 5.5% / cendres brutes 1.7% / fibres brutes o.2% / humidité 22.5% Additifs: conservateurs, colorants, antioxydants. Veillez à toujours mettre de l'eau fraîche à disposition de votre chien. A conserver dans un endroit frais et sec. Voedingsadvies per dag: Conseil d'alimentation par jour: 8-20 st/pcs 3-15 kg 15-25 kg 25-60 kg 40-60 st/pcs 20-40 st/pcs 200g e Ten minste houdbaar tot /lotnummer / erkenningsnummer producent: zie opdruk deksel A consommer avant le / N° de lot / N° d'agrément du producteur: voir impression sur couvercle 4250 07 3880 84 GOOD ID byba - Boudewijnstraat 19, 2960 Brecht - BELGIUM info@hupple.com-www.hupple.com - PET102444"														100g	100g																																																														info@hupple.com							unknown				-5	-10	1	0								
8410100070322		en		purina friskies																	10kg		Bag plastic	en:bag-plastic		purina friskies	purina-friskies		Non food products, Open Pet Food Facts, Pet food, Dog food	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:dog-food			Belgium	en:belgium			0																										100g	100g																																																																					unknown				-5	-10	1	0								App - yuka, Apps, App - Open Food Facts
3182550720854		en		Neutered young female																	1,5 kg		Plastic	en:plastic		Royal Canin	royal-canin		Non food products, Open Pet Food Facts, Pet food, Cat food, Dry pet food, Dry cat food	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:cat-food,en:dry-pet-food,en:dry-cat-food			Réunion	en:reunion			0												"700 NE, E1 (Vas): Tartósítószerek - Antioxidánsok. ANALITIKAI ÖSSZETEVŐK: Nyersfehérje: 37% - lyersolajok és - zsirok: 10% - Nyershamu: 8,4% - Nyersrost: 4,3%. ETETÉS UTMUTATO: lásd a táblázatot. Tételazonositó jelölés, regisztrációs s és minőség-megőrzési idő (nap/hónaplév) a csomagoláson található. Saz, hűvös E4 (Réz): 8 mg, E5 (Mangán): 60 mg, E6 (Cink): 179 mg, E8 (Szele helyen tartandó. &quot;LIP: kitünöen emészthető, válogatott fehérje. RO-Aliment complet pentru pisici adulte femele de la sterilizare până la 7 ani COMPOZIȚIE: proteine de came de pasăre deshidratate, porumb, orez, gluten de grâu&quot;, gluten de porumb, proteine animale hidrolizate, fibre vegetale, grăsimi animale, pulpă de sfeclă, săruri minerale, ulei de peşte, ulei de soia, fructo - oligo-zaharide, extract de gălbenele (sursa de luteină). ADITIVI (la kg): Aditivi nutritionali: Vitamina A: 20500 UI, Vitamina D3: 700 UI, E1 (Fier): 46 mg, E2 (lod): 4,6 mg, E4 (Cupru): 8 mg, E5 (Mangan): 60 mg, E6 (Zinc): 179 mng, E8 (Seleniu): 0,08 mg-Conservanți - Antioxidanți. CONSTITUENȚI ANALITICI: Proteină: 37%-Conținut de grăsimi: 10% - Cenuşă brută: 8,4% - Celuloză brută: 4,3%. DE INTREBUINȚARE: a se consulta tabelul Număr de lot / Numar de identificare fabricant / Data de expirare: a se vedea informațiile inscrise pe ambalaj. A se păstra într-un loc uscat şi rece. &quot;LIP: proteină selecționată pentru gradul înalt de asimilare. NEUTERED YOUNG FEMALE 3182550 720854&quot; 1,5 kg e TK the factory identification code is ZA, RU or Royal Canin SAS. All Rights Rese Manufactured in the EU un"														100g	100g																																																																					unknown				-4	-10	1	0								App - Open Food Facts, Apps
0073657010920		en		oven baked dog biscuits																	7 oz								Non food products, Open Pet Food Facts, Pet food, Dry pet food, Dog food, Dry Dog Food	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:dry-pet-food,en:dog-food,en:dry-dog-food			United States	en:united-states			0																										100g	100g																																																																		not-applicable			unknown				-5	-15	1	0								App - Yuka, Apps
7613033663246		en		Purina chaton																									Non food products, Open Pet Food Facts	en:non-food-products,en:open-pet-food-facts			France	en:france			0																										100g	100g																																																																					unknown				-5	-15	1	0								
8009470011679		it						Pet food only																									Italia	en:italy			0																										100g	100g																																																																					unknown				-5	-15	1	0								App - Yuka, Apps
3760026300870		en																											Non food products, Open Pet Food Facts	en:non-food-products,en:open-pet-food-facts			France	en:france			0																										100g	100g																																																																					unknown				-5	-15	1	0								
7613035608405		de	Trockenfutter Adult																		800g					Purina one	purina-one		Non-Food-Produkte, en:Open Pet Food Facts, Tierfutter, Katzenfutter	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:cat-food			Deutschland	en:germany			0																										100g	100g																																																																					unknown				-5	-15	1	0								App - Open Food Facts, App - Speisekammer, Apps
3760080533511		fr				Croquettes																							Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture pour chats, Nourriture sèche pour animaux, Croquettes pour chat	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:cat-food,en:dry-pet-food,en:dry-cat-food	Sans additifs, Sans colorants	en:no-additives,en:no-colorings	France	en:france			0																										100g	100g																	0	g	0	g																																																	unknown		1		-5	-15	1	0								App - yuka, Apps
0350604400301		en		Pet food																													United States	en:united-states			0																										100g	100g																																																																		unknown			unknown				-5	-15	1	0								App - yuka, Apps
4056489142652		fr				Gourmet petits chiens équilibre																							Non alimentaire, Open Pet Food Facts	en:non-food-products,en:open-pet-food-facts			France	en:france			0																										100g	100g																																																																					unknown		1		-5	-15	1	0								App - yuka, Apps
4056489142386		fr				"Bouchée à la volaille"																							Non alimentaire, Open Pet Food Facts	en:non-food-products,en:open-pet-food-facts			France	en:france			0																										100g	100g							0	g			0	g																																																									unknown				-5	-15	1	0								App - yuka, Apps
4056489142669		fr				Croquettei																							Non alimentaire, Open Pet Food Facts	en:non-food-products,en:open-pet-food-facts			France	en:france			0																										100g	100g							0	g			0	g																																																									unknown				-5	-15	1	0								App - yuka, Apps
8429037016914		fr				Croquettes pour chien																							Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture sèche pour animaux, Nourriture pour chiens, Croquettes pour chien	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:dry-pet-food,en:dog-food,en:dry-dog-food	Sans colorants	en:no-colorings	France	en:france			0																										100g	100g							0	g																																																													unknown				-5	-15	1	0								App - yuka, Apps
3560070822904		fr				300G Barquette Boeuf Chien Blanc																							Non alimentaire, Open Pet Food Facts	en:non-food-products,en:open-pet-food-facts			France	en:france			0																										100g	100g							0	g			0	g																																																									unknown				-5	-15	1	0								App - yuka, Apps
4305615476261		en		Rind & frische leber																	175 g		Puszkowany	en:puszkowany		Winston	winston		Non food products, Open Pet Food Facts, Pet food, Dog food	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:dog-food			Poland	en:poland	Denner	denner	0									FSC-C108125	fsc-c108125																100g	100g																																																																		not-applicable			unknown		1		-5	-15	1	0								App - off, Apps, App - Open Food Facts
3344952024248		fr				Croquette chat																							Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture pour chats, Nourriture sèche pour animaux, Croquettes pour chat	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:cat-food,en:dry-pet-food,en:dry-cat-food	Fabriqué en France	en:made-in-france	France	en:france			0																										100g	100g																	0	g	0	g																																																	unknown				-5	-15	1	0								App - yuka, Apps
5425039486444		fr				Merveilleux boeuf																							Non alimentaire, Open Pet Food Facts	en:non-food-products,en:open-pet-food-facts			France	en:france			0																										100g	100g																																																																					unknown				-5	-15	1	0								App - yuka, Apps
4008239185570		fr				Nourriture sèche pour animaux															400g	de 5 a 7 g	Refermable	fr:refermable		Vitakraft	vitakraft		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture sèche pour animaux	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:dry-pet-food	Fabriqué en Allemagne, en:Il y en a pas	en:made-in-germany,en:il-y-en-a-pas	France	en:france			0		en:très bien	en:tres-bien											"De 5 a 7 grammes sois l'équivalent de 1 a 2 cuillères à café 
Par jours"											on	100g	100g																																																																					unknown				-5	-15	1	0								App - Open Food Facts, Apps
3560070821389		fr				terrine au lapin																							Non alimentaire, Open Pet Food Facts	en:non-food-products,en:open-pet-food-facts			France	en:france			0																										100g	100g			4.5	kcal	1.2	g	0	g	1.3	g	0	g			5	g	0.3	g	0.12	g			4.5	kcal																																													unknown				-5	-15	1	0								App - yuka, Apps
8410650159294		es			Affinity ultima light																					affinity	affinity		Productos no alimenticios, Open Pet Food Facts, Comida para mascotas	en:non-food-products,en:open-pet-food-facts,en:pet-food	Sin colorantes	en:no-colorings	España	en:spain			0																										100g	100g																																																																					unknown		1		-5	-15	1	0								App - yuka, Apps
8410650220642		es			Ultima																					affinity	affinity		Productos no alimenticios, Open Pet Food Facts, Comida para mascotas	en:non-food-products,en:open-pet-food-facts,en:pet-food			España	en:spain			0																										100g	100g			377	kcal	29	g	11	g	0	g	0	g			29	g	4.1	g	1.64	g			377	kcal																																													unknown		1		-5	-15	1	0								App - yuka, Apps
8410650171005		es																								Affinity	affinity		Productos no alimenticios, Open Pet Food Facts, Comida para mascotas, Comida para perros	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:dog-food	Sin colorantes	en:no-colorings	España	en:spain			0																										100g	100g																																																																					unknown		1		-5	-15	1	0								App - elcoco, Apps, App - El CoCo
8410650173573		es			Comida para perros adultos																					Affinity	affinity		Productos no alimenticios, Open Pet Food Facts, Comida para mascotas, Comida para perros	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:dog-food			España	en:spain			0																										100g	100g			0	kcal											2.5	g	0	g	0	g			0	kcal																																													unknown		1		-5	-15	1	0								App - yuka, Apps
8410650892313		es			Ultima medium maxi adult																					Affinity	affinity		Productos no alimenticios, Open Pet Food Facts, Comida para mascotas	en:non-food-products,en:open-pet-food-facts,en:pet-food			España	en:spain			0																										100g	100g																																																																					unknown		1		-5	-15	1	0								App - yuka, Apps
7613034146656		es			One mini adult																1500.0 g					Purina	purina		Productos no alimenticios, Open Pet Food Facts, Comida para mascotas, Comida para perros	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:dog-food			Francia, España	en:france,en:spain			0																										100g	100g																																																																					unknown		1		-5	-15	1	0								App - elcoco, Apps, App - yuka, App - El CoCo
7613031204458		es			Gourmet perle																4 x 85 g					Purina	purina		Productos no alimenticios, Open Pet Food Facts, Comida para mascotas, Comida para gatos	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:cat-food			España	en:spain			0																										100g	100g							0	g			0	g																																																									unknown				-5	-15	1	0								App - yuka, Apps
8410650208749		es			Ultima mini junior																					affinity	affinity		Productos no alimenticios, Open Pet Food Facts, Comida para mascotas	en:non-food-products,en:open-pet-food-facts,en:pet-food	Sin colorantes	en:no-colorings	España	en:spain			0																										100g	100g							0	g			0	g					0	g	0	g																																																	unknown		1		-5	-15	1	0								App - yuka, Apps
8410650238852		es			Ultima nature No grain, esterilizado, adulto	Ultima nature no grain															1,1 kg	100g				Affinity	affinity		Productos no alimenticios, Open Pet Food Facts, Comida para mascotas, Comida para gatos	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:cat-food	Sin aromas artificiales, Sin colorantes, Sin conservantes, Sin cereales	en:no-artificial-flavors,en:no-colorings,en:no-preservatives,es:sin-cereales	Francia, España	en:france,en:spain	Carrefour,Alcampo	carrefour,alcampo	0																										100g	100g					14	g									38	g																																														https://www.ultima-affinity.com/es/es/gato/comida-gato/seco-nature-no-grain-esterilizado-buey-617.html							unknown		1		-5	-15	1	0								App - yuka, Apps, App - Open Food Facts
8410650818719		es			Comida para gato adult																					affinity	affinity		Productos no alimenticios, Open Pet Food Facts, Comida para mascotas, Comida para gatos	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:cat-food			España	en:spain			0																										100g	100g																																																																					unknown				-5	-15	1	0								App - yuka, Apps
8410650172224		es			BON MENU																					Affinity	affinity		Productos no alimenticios, Open Pet Food Facts, Comida para mascotas, Comida para perros	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:dog-food			España	en:spain			0																										100g	100g			350	kcal	10	g	0	g	20	g	0	g			35	g	5	g	2	g			350	kcal																																													unknown		1		-5	-15	1	0								App - elcoco, Apps, App - yuka, App - El CoCo
7613036227124		es			Gourmet gold con atún																					Purina	purina		Productos no alimenticios, Open Pet Food Facts, Comida para mascotas, Comida para gatos	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:cat-food			España	en:spain			0																										100g	100g																																																																					unknown		1		-5	-15	1	0								App - yuka, Apps
8410650159072		es			Brekkies buey con verduras																					Affinity	affinity		Productos no alimenticios, Open Pet Food Facts, Comida para mascotas, Comida para gatos	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:cat-food			España	en:spain			0																										100g	100g			100	kcal	11.2	g	0	g	0	g	0	g			32	g	0	g	0	g			100	kcal																																													unknown		1		-5	-15	1	0								App - yuka, Apps
7613035114920		fr				Pro Plan Small & Mini																				Purina	purina		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture pour chiens	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:dog-food			France, Espagne	en:france,en:spain			0																										100g	100g																																																																					unknown		1		-5	-15	1	0								App - yuka, Apps, App - El CoCo
5400113569831		fr				"Stick's ( à la volaille)"																				Delhaize	delhaize		Non alimentaire, Open Pet Food Facts	en:non-food-products,en:open-pet-food-facts			Belgique	en:belgium	Delhaize	delhaize	0																										100g	100g																																																																					unknown		1		-5	-15	1	0								App - yuka, Apps, App - Open Food Facts
5400113569671		fr				Sticks																				Delhaize	delhaize		Non alimentaire, Open Pet Food Facts	en:non-food-products,en:open-pet-food-facts			Belgique	en:belgium	Delhaize	delhaize	0																										100g	100g																																																																					unknown		1		-5	-15	1	0								App - yuka, Apps, App - Open Food Facts
5400113580744		fr				Croquette																				Delhaize	delhaize		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture pour chats, Nourriture sèche pour animaux, Croquettes pour chat	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:cat-food,en:dry-pet-food,en:dry-cat-food			France	en:france	Delhaize	delhaize	0																										100g	100g							0	g			0	g																																																									unknown				-5	-15	1	0								App - yuka, Apps
20307264		fr				Dog Treats Salami Meat Sticks Chews Chicken Like Vitakraft																				Lidl, Orlando	lidl,orlando		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture pour chiens	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:dog-food			France	en:france	Lidl	lidl	0																										100g	100g																																																																					unknown		1		-5	-15	1	0								App - yuka, Apps
4011905314969		fr				Soft Snack Bony Mix - 500 g																							Non alimentaire, Open Pet Food Facts	en:non-food-products,en:open-pet-food-facts			France	en:france			0																										100g	100g																																																																					unknown		1		-5	-15	1	0								App - yuka, Apps
